8.85509	1.78467	81.60575	55.07662
3.50878	0.24911	12.37785	32.59740
2.28037	1.19024	6.61372	32.59246
9.41683	9.64704	181.74870	137.60648
3.73426	0.31999	14.04443	32.61021
1.59638	8.34712	72.22988	61.40368
1.86461	0.14393	3.49838	32.56511
3.71553	8.32748	83.14898	92.40567
3.77357	2.83549	22.28806	33.28663
6.18971	6.60831	81.98523	106.43347
5.21717	1.24636	28.77035	33.07458
9.81908	5.11817	122.60739	131.94109
6.37481	4.09673	57.41222	58.79629
9.35354	5.92002	122.52997	133.87738
2.77080	5.83111	41.67859	38.99675
9.53589	5.96050	126.45314	134.58452
0.83613	7.10136	51.12449	36.78579
4.08043	7.78616	77.26766	88.72290
4.39655	6.57617	62.57488	84.54893
4.99059	5.12667	51.18171	54.73712
5.95899	3.19866	45.73215	39.96884
5.05429	3.67166	39.03467	37.93738
7.84728	8.09088	127.03501	136.11977
7.28562	9.18122	137.38179	136.84218
0.41510	6.58913	43.58031	34.27590
0.73185	3.30267	11.44938	32.63524
8.52250	1.74218	75.66957	48.76290
5.32893	0.17563	28.42921	32.74766
2.57215	7.94686	69.76861	75.98297
9.77008	1.01872	96.48345	55.72498
3.43872	4.08259	28.48960	34.50173
0.11879	7.62781	58.20113	36.38643
2.31781	9.63556	98.21771	95.44980
6.73678	6.60966	89.06316	118.16848
4.61119	7.58017	78.72140	93.37210
2.86754	9.30235	94.75118	100.34072
9.10762	4.58000	103.93398	118.75552
7.01602	8.70334	124.96499	135.93264
0.28933	7.57968	57.53154	36.79994
8.63993	6.96907	123.22616	135.23982
9.88712	5.48937	127.89642	134.00476
1.63640	8.17353	69.47739	57.80277
4.71383	9.84330	119.10248	133.42889
1.52384	7.45737	57.93245	43.76269
5.75205	7.90338	95.55399	125.22349
0.87215	1.28683	2.42634	32.56793
1.86021	2.88020	11.75159	32.69582
2.81748	3.72164	21.79188	33.32935
8.22698	0.45735	67.89304	35.92222
1.62291	3.29566	13.50323	32.72911
3.75422	1.67841	16.91085	32.77592
4.03794	9.98076	115.91265	130.90517
5.37449	4.70588	51.02336	52.90994
6.38431	5.99120	76.64630	91.87736
7.45433	3.13391	65.38320	58.17219
1.95228	8.67950	79.15043	83.70070
0.09713	7.18099	51.57043	34.93270
4.87438	0.62697	24.15861	32.75903
9.85126	4.75753	119.68726	129.57757
9.73451	7.30623	148.13878	137.03466
8.84856	8.78124	155.40747	137.36942
8.76370	5.67020	108.96279	129.30252
4.66589	6.13727	59.43682	76.34054
1.24505	5.60553	32.97792	33.87025
9.81302	4.70633	118.43779	128.83665
9.09616	6.32262	122.72317	134.52011
6.44511	6.40872	82.62025	107.09171
4.53108	9.20177	105.20798	127.93699
0.38477	5.87127	34.61442	33.35846
0.60462	5.36024	29.10503	33.13429
9.49280	8.18122	157.05139	137.35612
4.09181	3.66311	30.16794	34.82025
6.88259	6.67266	91.89523	121.59669
5.79232	1.34436	35.35830	33.51221
2.42576	3.23437	16.34760	32.88759
6.13629	5.92661	72.77107	89.73328
3.28495	5.94787	46.17173	43.99908
3.78889	9.08418	96.87570	116.38561
8.60655	1.79815	77.31054	50.99267
4.05393	2.19265	21.24527	33.04154
2.26645	9.49916	95.37298	90.05538
3.20994	7.35450	64.39804	74.55701
0.46558	8.51942	72.78771	45.50626
0.56385	7.40923	55.22368	37.10644
4.62088	5.81495	55.16079	64.12875
2.72981	0.54923	7.76228	32.58435
4.68858	7.49309	78.12711	92.74474
7.74162	2.50557	66.20293	50.20087
7.80640	0.72700	61.46202	35.60754
5.94452	4.57224	56.23719	61.48046
9.24061	7.48527	141.42049	136.84438
4.33159	6.40048	59.72512	75.31620
3.35279	8.33037	80.64303	90.05344
6.00297	7.63509	94.32755	124.56036
8.20999	1.92290	71.09782	47.34970
7.46410	5.85500	89.98390	115.59821
5.56760	0.61102	31.36242	32.92566
3.50383	5.72816	45.08156	43.66081
9.35223	4.30419	105.98768	117.50284
5.51458	2.99398	39.38127	36.60457
8.51009	4.59096	93.50677	106.39183
9.39268	5.94572	123.57831	134.10519
8.93584	5.84937	114.06099	131.72191
8.37867	0.19198	70.23320	35.49148
8.64133	0.71926	75.19322	38.92127
3.03481	5.93546	44.44360	41.61354
3.79971	9.63068	107.19566	125.61707
5.43910	0.06766	29.58463	32.74528
2.07495	4.31916	22.95225	33.29257
7.32770	3.79870	68.11913	75.36274
